Crop,Current_N,Current_P,Current_K,Required_N,Required_P,Required_K
Paddy,177,22,25,0,38,35
Potato,195,70,64,0,10,56
Wheat,89,36,33,31,24,7
Paddy,51,58,84,69,2,0
Lentil,21,20,22,0,40,0
Mustard,56,26,33,24,14,7
Maize,17,111,65,133,0,0
Soyabean,26,102,58,0,0,0
Wheat,0,70,42,120,0,0
Groundnut,24,35,47,1,25,0
Arhar/Tur,6,101,26,14,0,14
Groundnut,10,25,37,15,35,3
Arhar/Tur,5,62,24,15,18,16
Arhar/Tur,20,82,25,0,0,15
Groundnut,23,71,49,2,0,0
Potato,1,97,117,149,0,3
Paddy,98,35,18,22,25,42
Sugarcane,301,99,43,0,0,17
Sugarcane,81,56,86,194,29,0
Potato,201,66,123,0,14,0
Wheat,90,56,43,30,4,0
Wheat,2,32,43,118,28,0
Paddy,125,40,66,0,20,0
Sugarcane,299,75,30,0,10,30
Paddy,172,34,47,0,26,13
Paddy,51,63,84,69,0,0
Maize,68,89,43,82,0,7
Paddy,170,49,31,0,11,29
Arhar/Tur,16,32,14,4,48,26
Wheat,116,13,17,4,47,23
Mustard,73,19,32,7,21,8
Arhar/Tur,20,27,25,0,53,15
Lentil,17,13,2,3,47,18
Sugarcane,153,34,48,122,51,12
Mustard,53,10,26,27,30,14
Mustard,59,13,19,21,27,21
Paddy,11,89,4,109,0,56
Cotton,95,43,0,25,17,60
Cotton,145,88,58,0,0,2
Gram,29,22,13,0,38,7
Groundnut,23,21,9,2,39,31
Groundnut,5,66,22,20,0,18
Cotton,68,79,23,52,0,37
Paddy,33,71,87,87,0,0
Lentil,1,11,21,19,49,0
Arhar/Tur,8,53,33,12,27,7
Sugarcane,274,67,11,1,18,49
Paddy,27,22,24,93,38,36
Soyabean,7,113,26,13,0,14
Arhar/Tur,1,112,44,19,0,0
Soyabean,13,105,56,7,0,0
Maize,167,102,63,0,0,0
Mustard,55,34,43,25,6,0
Cotton,53,50,74,67,10,0
Mustard,18,4,27,62,36,13
Groundnut,24,40,22,1,20,18
Groundnut,32,31,31,0,29,9
Potato,25,35,109,125,45,11
Potato,24,4,68,126,76,52
Arhar/Tur,24,115,54,0,0,0
Lentil,10,48,3,10,12,17
Maize,101,11,10,49,64,40
Potato,43,68,51,107,12,69
Groundnut,14,81,22,11,0,18
Lentil,16,1,8,4,59,12
Maize,136,86,44,14,0,6
Gram,4,23,7,16,37,13
Maize,136,77,9,14,0,41
Lentil,14,22,14,6,38,6
Soyabean,21,37,12,0,43,28
Lentil,1,7,2,19,53,18
Soyabean,14,11,11,6,69,29
Maize,29,107,61,121,0,0
Arhar/Tur,18,87,42,2,0,0
Mustard,66,20,33,14,20,7
Soyabean,8,30,4,12,50,36
Sugarcane,179,37,47,96,48,13
Mustard,35,47,53,45,0,0
Wheat,3,89,19,117,0,21
Potato,161,40,8,0,40,112
Potato,56,82,71,94,0,49
Wheat,71,81,54,49,0,0
Maize,81,16,74,69,59,0
Maize,138,0,8,12,75,42
Groundnut,29,38,27,0,22,13
Groundnut,23,19,59,2,41,0
Wheat,159,64,29,0,0,11
Potato,7,0,51,143,80,69
Groundnut,21,83,11,4,0,29
Sugarcane,375,123,26,0,0,34
Potato,53,97,167,97,0,0
Arhar/Tur,13,58,44,7,22,0
Cotton,139,31,44,0,29,16
Paddy,163,73,19,0,0,41
Sugarcane,84,98,65,191,0,0
Wheat,76,58,12,44,2,28
Soyabean,10,86,5,10,0,35
Sugarcane,56,67,42,219,18,18
Potato,22,106,21,128,0,99
Sugarcane,175,32,11,100,53,49
Sugarcane,306,84,14,0,1,46
Potato,16,75,94,134,5,26
Potato,40,4,125,110,76,0
Maize,61,57,10,89,18,40
Cotton,83,8,70,37,52,0
Groundnut,33,81,23,0,0,17
Lentil,12,50,26,8,10,0
Arhar/Tur,26,94,43,0,0,0
Potato,178,116,93,0,0,27
Groundnut,18,44,20,7,16,20
Lentil,8,59,13,12,1,7
Wheat,68,23,23,52,37,17
Soyabean,20,48,7,0,32,33
Arhar/Tur,14,77,35,6,3,5
Cotton,119,18,15,1,42,45
Lentil,21,23,28,0,37,0
Lentil,18,40,19,2,20,1
Lentil,23,88,17,0,0,3
Paddy,152,56,50,0,4,10
Arhar/Tur,5,111,49,15,0,0
Sugarcane,198,104,0,77,0,60
Sugarcane,144,105,3,131,0,57
Paddy,171,39,11,0,21,49
Lentil,9,42,20,11,18,0
Wheat,38,54,35,82,6,5
Potato,0,90,115,150,0,5
Maize,203,99,4,0,0,46
Sugarcane,312,75,67,0,10,0
Lentil,24,65,20,0,0,0
Cotton,9,64,86,111,0,0
Sugarcane,324,44,63,0,41,0
Paddy,133,80,59,0,0,1
Gram,6,58,0,14,2,20
Lentil,3,65,8,17,0,12
Lentil,21,79,8,0,0,12
Mustard,44,52,43,36,0,0
Gram,21,84,27,0,0,0
Paddy,114,10,12,6,50,48
Gram,0,88,11,20,0,9
Gram,0,20,14,20,40,6
Soyabean,1,6,52,19,74,0
Wheat,172,63,28,0,0,12
Maize,139,60,24,11,15,26
Groundnut,2,0,54,23,60,0
Arhar/Tur,16,3,45,4,77,0
Groundnut,19,33,25,6,27,15
Soyabean,21,104,5,0,0,35
Arhar/Tur,6,64,29,14,16,11
Lentil,28,66,19,0,0,1
Mustard,113,10,16,0,30,24
Wheat,50,49,23,70,11,17
Sugarcane,192,35,18,83,50,42
Wheat,90,4,58,30,56,0
Sugarcane,281,60,5,0,25,55
Groundnut,11,63,47,14,0,0
Mustard,71,19,47,9,21,0
Wheat,4,52,55,116,8,0
Sugarcane,352,100,4,0,0,56
Arhar/Tur,13,0,11,7,80,29
Mustard,119,48,46,0,0,0
Lentil,8,14,26,12,46,0
Potato,84,85,70,66,0,50
Mustard,2,37,10,78,3,30
Soyabean,25,20,14,0,60,26
Arhar/Tur,19,90,41,1,0,0
Maize,202,5,53,0,70,0
Groundnut,33,51,24,0,9,16
Maize,212,27,18,0,48,32
Mustard,95,12,35,0,28,5
Maize,194,109,31,0,0,19
Arhar/Tur,4,44,1,16,36,39
Cotton,71,49,68,49,11,0
Sugarcane,164,94,11,111,0,49
Arhar/Tur,24,13,8,0,67,32
Arhar/Tur,28,105,3,0,0,37
Potato,208,58,8,0,22,112
Mustard,62,35,26,18,5,14
Soyabean,16,117,52,4,0,0
Lentil,16,7,4,4,53,16
Sugarcane,319,64,54,0,21,6
Maize,82,54,8,68,21,42
Sugarcane,70,112,68,205,0,0
Lentil,27,42,8,0,18,12
Maize,204,98,42,0,0,8
Maize,96,4,20,54,71,30
Sugarcane,207,50,74,68,35,0
Groundnut,2,19,15,23,41,25
Potato,72,119,149,78,0,0
Mustard,98,25,28,0,15,12
Lentil,8,7,15,12,53,5
Mustard,44,32,26,36,8,14
Sugarcane,264,24,29,11,61,31
Potato,119,73,138,31,7,0
Potato,217,83,159,0,0,0
Gram,22,42,19,0,18,1
Gram,18,45,9,2,15,11
Maize,160,40,65,0,35,0
Sugarcane,331,26,63,0,59,0
Wheat,143,75,14,0,0,26
Cotton,155,12,44,0,48,16
Wheat,25,11,38,95,49,2
Sugarcane,91,21,53,184,64,7
Maize,71,40,43,79,35,7
Gram,22,60,12,0,0,8
Cotton,65,82,23,55,0,37
Sugarcane,327,22,61,0,63,0
Gram,0,47,1,20,13,19
Soyabean,16,103,44,4,0,0
Paddy,179,32,38,0,28,22
Cotton,80,61,6,40,0,54
Sugarcane,295,12,5,0,73,55
Mustard,54,5,28,26,35,12
Mustard,80,41,34,0,0,6
Groundnut,13,10,11,12,50,29
Cotton,57,88,7,63,0,53
Cotton,72,59,82,48,1,0
Arhar/Tur,26,113,15,0,0,25
Lentil,23,35,19,0,25,1
Cotton,132,25,89,0,35,0
Potato,204,34,43,0,46,77
Gram,26,22,28,0,38,0
Mustard,92,36,38,0,4,2
Gram,18,55,4,2,5,16
Maize,115,87,41,35,0,9
Groundnut,14,17,51,11,43,0
Wheat,66,28,53,54,32,0
Lentil,17,35,26,3,25,0
Wheat,125,23,55,0,37,0
Arhar/Tur,16,75,17,4,5,23
Soyabean,2,29,34,18,51,6
Sugarcane,316,116,53,0,0,7
Arhar/Tur,10,21,9,10,59,31
Cotton,120,13,32,0,47,28
Soyabean,26,25,44,0,55,0
Potato,217,47,12,0,33,108
Wheat,148,25,20,0,35,20
Gram,17,24,1,3,36,19
Soyabean,16,56,24,4,24,16
Soyabean,24,16,12,0,64,28
Sugarcane,218,78,67,57,7,0
Groundnut,12,28,8,13,32,32
Mustard,21,25,25,59,15,15
Paddy,79,37,30,41,23,30
Soyabean,5,82,43,15,0,0
Potato,189,104,46,0,0,74
Arhar/Tur,9,86,21,11,0,19
Soyabean,10,94,58,10,0,0
Paddy,178,27,44,0,33,16
Potato,89,78,163,61,2,0
Wheat,7,46,46,113,14,0
Potato,75,23,156,75,57,0
Paddy,13,53,53,107,7,7
Lentil,18,41,21,2,19,0
Cotton,23,9,34,97,51,26
Mustard,51,25,10,29,15,30
Mustard,34,24,27,46,16,13
Maize,138,103,45,12,0,5
Maize,159,90,55,0,0,0
Soyabean,25,1,25,0,79,15
Maize,121,103,64,29,0,0
Arhar/Tur,19,108,7,1,0,33
Sugarcane,292,66,18,0,19,42
Paddy,111,1,78,9,59,0
Wheat,29,69,28,91,0,12
Cotton,83,32,34,37,28,26
Maize,126,41,24,24,34,26
Paddy,140,34,37,0,26,23
Paddy,158,84,54,0,0,6
Gram,5,50,23,15,10,0
Wheat,120,8,39,0,52,1
Arhar/Tur,18,71,2,2,9,38
Maize,125,21,52,25,54,0
Lentil,7,53,7,13,7,13
Groundnut,6,34,29,19,26,11
Groundnut,4,69,55,21,0,0
Groundnut,31,43,17,0,17,23
Cotton,41,88,83,79,0,0
Soyabean,18,56,13,2,24,27
Gram,22,44,28,0,16,0
Potato,0,42,113,150,38,7
Arhar/Tur,4,26,6,16,54,34
Groundnut,31,7,36,0,53,4
Soyabean,28,5,13,0,75,27
Arhar/Tur,26,4,54,0,76,0
Maize,113,40,43,37,35,7
Potato,180,110,113,0,0,7
Maize,158,75,62,0,0,0
Cotton,168,5,22,0,55,38
Mustard,61,27,45,19,13,0
Groundnut,31,21,9,0,39,31
Cotton,102,16,3,18,44,57
Potato,166,87,169,0,0,0
Cotton,144,34,58,0,26,2
Maize,137,75,56,13,0,0
Wheat,165,13,46,0,47,0
Wheat,172,22,2,0,38,38
Mustard,109,55,14,0,0,26
Gram,16,76,25,4,0,0
Soyabean,16,67,3,4,13,37
Paddy,53,28,18,67,32,42
Cotton,32,31,59,88,29,1
Mustard,63,42,1,17,0,39
Gram,13,69,25,7,0,0
Wheat,3,5,18,117,55,22
Soyabean,17,19,22,3,61,18
Paddy,24,63,5,96,0,55
Gram,2,45,21,18,15,0
Lentil,25,72,5,0,0,15
Maize,132,54,18,18,21,32
Groundnut,5,52,56,20,8,0
Cotton,52,31,19,68,29,41
Mustard,47,50,6,33,0,34
Arhar/Tur,29,115,7,0,0,33
Soyabean,24,104,12,0,0,28
Paddy,113,53,42,7,7,18
Mustard,112,13,36,0,27,4
Gram,28,37,13,0,23,7
Arhar/Tur,10,119,50,10,0,0
Paddy,9,25,65,111,35,0
Sugarcane,409,26,62,0,59,0
Wheat,60,51,56,60,9,0
Maize,204,15,60,0,60,0
Sugarcane,0,62,28,275,23,32
Soyabean,16,20,56,4,60,0
Sugarcane,278,111,34,0,0,26
Lentil,5,76,26,15,0,0
Soyabean,1,91,40,19,0,0
Soyabean,17,10,9,3,70,31
Wheat,89,20,12,31,40,28
Soyabean,7,37,22,13,43,18
Potato,133,55,21,17,25,99
Soyabean,12,84,51,8,0,0
Maize,52,65,6,98,10,44
Arhar/Tur,27,32,17,0,48,23
Groundnut,19,9,40,6,51,0
Gram,8,59,22,12,1,0
Lentil,17,83,27,3,0,0
Sugarcane,139,118,19,136,0,41
Lentil,11,5,28,9,55,0
Maize,91,34,40,59,41,10
Paddy,90,9,12,30,51,48
Wheat,72,58,55,48,2,0
Potato,30,37,160,120,43,0
Mustard,0,4,33,80,36,7
Potato,221,118,61,0,0,59
Potato,6,103,18,144,0,102
Lentil,29,65,5,0,0,15
Maize,117,72,39,33,3,11
Wheat,63,29,37,57,31,3
Lentil,1,7,21,19,53,0
Groundnut,5,8,40,20,52,0
Gram,3,81,16,17,0,4
Cotton,5,54,6,115,6,54
Sugarcane,38,46,72,237,39,0
Maize,194,64,42,0,11,8
Groundnut,18,28,50,7,32,0
Lentil,7,2,20,13,58,0
Cotton,138,67,53,0,0,7
Soyabean,12,82,30,8,0,10
Sugarcane,67,111,64,208,0,0
Lentil,2,42,26,18,18,0
Mustard,98,51,26,0,0,14
Paddy,134,45,25,0,15,35
Maize,36,19,36,114,56,14
Potato,16,74,68,134,6,52
Groundnut,11,33,58,14,27,0
Wheat,121,60,23,0,0,17
Gram,23,36,8,0,24,12
Groundnut,19,44,45,6,16,0
Cotton,150,73,81,0,0,0
Cotton,164,31,82,0,29,0
Sugarcane,135,100,38,140,0,22
Arhar/Tur,11,10,37,9,70,3
Gram,12,0,13,8,60,7
Maize,90,49,38,60,26,12
Cotton,164,19,83,0,41,0
Groundnut,21,20,30,4,40,10
Maize,41,82,72,109,0,0
Potato,78,87,144,72,0,0
Sugarcane,355,80,17,0,5,43
Lentil,26,85,22,0,0,0
Mustard,27,13,18,53,27,22
Paddy,126,23,50,0,37,10
Gram,12,80,21,8,0,0
Groundnut,20,87,19,5,0,21
Maize,202,78,25,0,0,25
Lentil,9,0,22,11,60,0
Mustard,90,41,14,0,0,26
Soyabean,16,28,55,4,52,0
Mustard,15,58,2,65,0,38
Maize,137,83,50,13,0,0
Arhar/Tur,4,69,59,16,11,0
Potato,70,27,151,80,53,0
Gram,12,84,12,8,0,8
Arhar/Tur,1,102,35,19,0,5
Maize,88,25,26,62,50,24
Cotton,174,67,12,0,0,48
Soyabean,25,2,18,0,78,22
Soyabean,13,82,36,7,0,4
Potato,98,71,1,52,9,119
Groundnut,16,20,46,9,40,0
Mustard,67,47,9,13,0,31
Soyabean,16,34,38,4,46,2
Cotton,156,45,35,0,15,25
Wheat,159,1,6,0,59,34
Potato,165,75,78,0,5,42
Maize,167,97,22,0,0,28
Soyabean,24,84,33,0,0,7
Sugarcane,182,57,61,93,28,0
Paddy,176,7,20,0,53,40
Soyabean,24,86,22,0,0,18
Mustard,119,2,31,0,38,9
Mustard,52,22,12,28,18,28
Maize,177,79,19,0,0,31
Groundnut,34,37,41,0,23,0
Cotton,141,31,30,0,29,30
Groundnut,27,21,41,0,39,0
Sugarcane,373,42,67,0,43,0
Paddy,161,13,57,0,47,3
Cotton,25,59,31,95,1,29
Mustard,59,47,22,21,0,18
Gram,21,89,16,0,0,4
Maize,222,26,2,0,49,48
Gram,26,21,19,0,39,1
Potato,34,88,81,116,0,39
Maize,149,81,54,1,0,0
Sugarcane,149,27,0,126,58,60
Groundnut,33,44,18,0,16,22
Mustard,81,48,58,0,0,0
Wheat,61,76,56,59,0,0
Soyabean,23,73,9,0,7,31
Maize,160,5,30,0,70,20
Paddy,157,32,55,0,28,5
Potato,69,24,58,81,56,62
Soyabean,25,14,4,0,66,36
Maize,161,68,55,0,7,0
Wheat,148,87,14,0,0,26
Wheat,41,59,47,79,1,0
Paddy,65,38,23,55,22,37
Paddy,31,89,31,89,0,29
Lentil,6,23,18,14,37,2
Wheat,46,33,11,74,27,29
Lentil,18,56,20,2,4,0
Potato,69,59,33,81,21,87
Paddy,57,55,78,63,5,0
Soyabean,5,62,10,15,18,30
Maize,84,24,41,66,51,9
Mustard,38,30,31,42,10,9
Maize,106,96,36,44,0,14
Sugarcane,171,47,23,104,38,37
Mustard,38,4,3,42,36,37
Potato,169,107,168,0,0,0
Wheat,55,9,10,65,51,30
Mustard,19,33,20,61,7,20
Arhar/Tur,20,100,6,0,0,34
Paddy,146,60,86,0,0,0
Gram,15,28,24,5,32,0
Mustard,79,13,40,1,27,0
Potato,107,110,98,43,0,22
Cotton,10,65,47,110,0,13
Paddy,148,11,13,0,49,47
Lentil,14,65,19,6,0,1
Mustard,26,19,54,54,21,0
Lentil,5,58,23,15,2,0
Groundnut,27,44,3,0,16,37
Cotton,41,5,0,79,55,60
Gram,6,49,8,14,11,12
Wheat,173,33,41,0,27,0
Cotton,36,69,0,84,0,60
Mustard,68,2,3,12,38,37
Arhar/Tur,2,43,32,18,37,8
Mustard,1,54,26,79,0,14
Gram,28,29,22,0,31,0
Mustard,51,22,4,29,18,36
Cotton,8,89,3,112,0,57
Arhar/Tur,26,28,27,0,52,13
Cotton,66,85,23,54,0,37
Potato,150,50,155,0,30,0
Mustard,62,8,14,18,32,26
Arhar/Tur,8,85,14,12,0,26
Groundnut,26,77,58,0,0,0
Groundnut,24,49,42,1,11,0
Maize,92,13,40,58,62,10
Groundnut,2,13,25,23,47,15
Paddy,95,38,12,25,22,48
Cotton,48,50,72,72,10,0
Mustard,15,38,45,65,2,0
Groundnut,9,35,18,16,25,22
Gram,5,88,13,15,0,7
Cotton,57,19,54,63,41,6
Lentil,20,29,18,0,31,2
Arhar/Tur,25,79,12,0,1,28
Arhar/Tur,3,114,21,17,0,19
Sugarcane,301,77,52,0,8,8
Mustard,24,28,47,56,12,0
Arhar/Tur,14,109,57,6,0,0
Groundnut,34,22,50,0,38,0
Cotton,17,53,64,103,7,0
Cotton,154,31,45,0,29,15
Gram,8,73,29,12,0,0
Cotton,114,22,22,6,38,38
Potato,116,63,132,34,17,0
Paddy,155,1,47,0,59,13
Wheat,130,37,30,0,23,10
Gram,13,61,11,7,0,9
Paddy,77,24,15,43,36,45
Groundnut,9,51,40,16,9,0
Wheat,157,18,49,0,42,0
Soyabean,26,100,25,0,0,15
Gram,1,36,13,19,24,7
Paddy,63,49,12,57,11,48
Mustard,112,6,57,0,34,0
Maize,179,55,39,0,20,11
Maize,53,56,5,97,19,45
Potato,29,98,157,121,0,0
Groundnut,6,12,43,19,48,0
Wheat,64,76,52,56,0,0
Sugarcane,23,74,68,252,11,0
Groundnut,1,21,33,24,39,7
Wheat,170,50,40,0,10,0
Wheat,166,46,5,0,14,35
Lentil,12,81,15,8,0,5
Groundnut,32,35,16,0,25,24
Wheat,137,25,51,0,35,0
Lentil,20,53,12,0,7,8
Mustard,1,11,19,79,29,21
Mustard,58,46,41,22,0,0
Maize,90,91,37,60,0,13
Gram,11,83,9,9,0,11
Groundnut,16,44,39,9,16,1
Arhar/Tur,17,62,19,3,18,21
Lentil,13,13,25,7,47,0
Soyabean,9,114,28,11,0,12
Arhar/Tur,25,97,52,0,0,0
Groundnut,22,18,34,3,42,6
Wheat,105,26,31,15,34,9
Wheat,49,42,13,71,18,27
Lentil,11,8,6,9,52,14
Gram,13,60,20,7,0,0
Groundnut,15,7,49,10,53,0
Gram,0,13,22,20,47,0
Groundnut,29,77,31,0,0,9
Potato,210,22,128,0,58,0
Potato,217,76,141,0,4,0
Arhar/Tur,20,64,11,0,16,29
Potato,4,31,140,146,49,0
Paddy,143,14,69,0,46,0
Mustard,82,53,16,0,0,24
Lentil,22,44,17,0,16,3
Groundnut,27,18,13,0,42,27
Gram,8,16,12,12,44,8
Sugarcane,67,19,49,208,66,11
Cotton,19,6,36,101,54,24
Groundnut,0,14,13,25,46,27
Maize,171,6,33,0,69,17
Mustard,11,23,44,69,17,0
Sugarcane,338,78,0,0,7,60
Gram,22,10,9,0,50,11
Arhar/Tur,22,100,54,0,0,0
Wheat,62,15,0,58,45,40
Cotton,48,53,77,72,7,0
Mustard,110,48,44,0,0,0
Mustard,24,17,0,56,23,40
Soyabean,1,19,59,19,61,0
Paddy,32,27,82,88,33,0
Sugarcane,202,17,27,73,68,33
Lentil,13,9,29,7,51,0
Soyabean,22,82,1,0,0,39
Maize,103,23,44,47,52,6
Mustard,116,11,1,0,29,39
Mustard,101,43,19,0,0,21
Groundnut,4,7,8,21,53,32
Soyabean,22,119,37,0,0,3
Mustard,115,11,57,0,29,0
Soyabean,24,1,17,0,79,23
Lentil,26,29,1,0,31,19
Maize,5,73,15,145,2,35
Wheat,158,14,28,0,46,12
Potato,9,92,123,141,0,0
Groundnut,30,34,1,0,26,39
Maize,112,51,7,38,24,43
Mustard,95,11,3,0,29,37
Maize,32,109,41,118,0,9
Sugarcane,35,54,1,240,31,59
Wheat,81,32,26,39,28,14
Potato,83,26,163,67,54,0
Paddy,116,50,62,4,10,0
Cotton,27,31,7,93,29,53
Gram,19,84,13,1,0,7
Lentil,23,40,24,0,20,0
Soyabean,11,104,32,9,0,8
Sugarcane,296,12,87,0,73,0
Potato,92,10,109,58,70,11
Sugarcane,201,99,65,74,0,0
Gram,28,27,29,0,33,0
Gram,2,10,2,18,50,18
Lentil,18,56,5,2,4,15
Lentil,0,70,3,20,0,17
Arhar/Tur,5,16,23,15,64,17
Groundnut,17,12,33,8,48,7
Paddy,31,43,42,89,17,18
Sugarcane,260,42,64,15,43,0
Paddy,159,48,17,0,12,43
Lentil,23,20,27,0,40,0
Arhar/Tur,5,61,52,15,19,0
Maize,82,77,72,68,0,0
Gram,27,1,7,0,59,13
Lentil,23,85,16,0,0,4
Maize,32,48,58,118,27,0
Sugarcane,114,110,10,161,0,50
Cotton,52,47,64,68,13,0
Sugarcane,127,81,59,148,4,1
Soyabean,5,110,26,15,0,14
Lentil,19,83,9,1,0,11
Maize,16,100,65,134,0,0
Groundnut,28,82,4,0,0,36
Potato,134,112,86,16,0,34
Paddy,88,58,9,32,2,51
Wheat,171,84,27,0,0,13
Arhar/Tur,10,8,48,10,72,0
Wheat,63,86,54,57,0,0
Paddy,102,15,58,18,45,2
Arhar/Tur,25,42,58,0,38,0
Cotton,103,18,40,17,42,20
Groundnut,10,30,8,15,30,32
Cotton,58,4,76,62,56,0
Potato,11,14,109,139,66,11
Soyabean,23,7,7,0,73,33
Arhar/Tur,14,113,58,6,0,0
Gram,14,54,9,6,6,11
Soyabean,27,35,33,0,45,7
Mustard,46,45,25,34,0,15
Potato,216,66,0,0,14,120
Lentil,3,35,15,17,25,5
Arhar/Tur,2,84,46,18,0,0
Wheat,51,55,0,69,5,40
Soyabean,15,56,33,5,24,7
Paddy,50,26,0,70,34,60
Gram,18,1,20,2,59,0
Potato,100,45,20,50,35,100
Paddy,63,73,12,57,0,48
Paddy,29,63,17,91,0,43
Maize,58,57,51,92,18,0
Arhar/Tur,1,117,13,19,0,27
Cotton,7,24,76,113,36,0
Maize,149,87,69,1,0,0
Soyabean,25,16,14,0,64,26
Lentil,15,84,15,5,0,5
Arhar/Tur,26,103,35,0,0,5
Maize,202,43,72,0,32,0
Paddy,51,87,6,69,0,54
Sugarcane,305,46,29,0,39,31
Mustard,27,3,53,53,37,0
Arhar/Tur,16,110,15,4,0,25
Lentil,6,47,3,14,13,17
Potato,161,109,63,0,0,57
Soyabean,5,0,40,15,80,0
Gram,13,34,8,7,26,12
Sugarcane,138,122,42,137,0,18
Paddy,123,67,77,0,0,0
Potato,83,95,173,67,0,0
Mustard,32,36,51,48,4,0
Potato,29,15,65,121,65,55
Cotton,173,88,33,0,0,27
Gram,26,20,27,0,40,0
Soyabean,0,86,20,20,0,20
Lentil,6,54,26,14,6,0
Soyabean,5,104,30,15,0,10
Arhar/Tur,9,9,36,11,71,4
Wheat,47,12,36,73,48,4
Wheat,22,0,37,98,60,3
Mustard,8,7,51,72,33,0
Paddy,141,4,13,0,56,47
Potato,112,41,150,38,39,0
Sugarcane,115,61,89,160,24,0
Sugarcane,149,69,73,126,16,0
Arhar/Tur,13,82,12,7,0,28
Arhar/Tur,24,61,56,0,19,0
Gram,16,76,12,4,0,8
Lentil,14,5,5,6,55,15
Arhar/Tur,19,28,45,1,52,0
Lentil,16,61,10,4,0,10
Gram,25,4,13,0,56,7
Maize,75,24,54,75,51,0
Arhar/Tur,28,109,35,0,0,5
Wheat,120,25,53,0,35,0
Potato,150,26,99,0,54,21
Groundnut,14,37,49,11,23,0
Maize,116,90,23,34,0,27
Arhar/Tur,3,81,27,17,0,13
Soyabean,19,31,9,1,49,31
Gram,28,86,14,0,0,6
Cotton,146,73,44,0,0,16
Maize,151,19,61,0,56,0
Mustard,98,32,53,0,8,0
Cotton,51,68,86,69,0,0
Arhar/Tur,7,42,37,13,38,3
Gram,10,79,1,10,0,19
Maize,37,14,48,113,61,2
Cotton,103,60,68,17,0,0
Cotton,113,24,62,7,36,0
Groundnut,4,46,13,21,14,27
Mustard,114,54,58,0,0,0
Soyabean,26,94,53,0,0,0
Gram,0,12,25,20,48,0
Paddy,160,61,2,0,0,58
Gram,3,75,28,17,0,0
Soyabean,9,9,14,11,71,26
Soyabean,20,107,14,0,0,26
Paddy,116,31,52,4,29,8
Wheat,53,6,23,67,54,17
Potato,32,74,173,118,6,0
Lentil,7,21,25,13,39,0
Lentil,16,85,8,4,0,12
Groundnut,25,71,51,0,0,0
Maize,187,78,72,0,0,0
Cotton,117,8,73,3,52,0
Lentil,17,19,14,3,41,6
Paddy,25,73,29,95,0,31
Cotton,128,32,87,0,28,0
Potato,222,39,168,0,41,0
Groundnut,30,61,44,0,0,0
Paddy,67,4,28,53,56,32
Paddy,118,18,51,2,42,9
Arhar/Tur,24,112,58,0,0,0
Potato,89,48,108,61,32,12
Maize,151,109,55,0,0,0
Soyabean,4,88,9,16,0,31
Gram,13,54,1,7,6,19
Groundnut,26,31,27,0,29,13
Mustard,86,35,30,0,5,10
Gram,4,53,14,16,7,6
Lentil,1,56,17,19,4,3
Potato,50,91,58,100,0,62
Wheat,138,74,45,0,0,0
Potato,150,56,65,0,24,55
Wheat,67,4,6,53,56,34
Potato,5,31,90,145,49,30
Lentil,29,22,2,0,38,18
Mustard,65,31,35,15,9,5
Sugarcane,369,121,17,0,0,43
Lentil,25,40,8,0,20,12
Soyabean,1,99,11,19,0,29
Arhar/Tur,17,10,40,3,70,0
Lentil,0,74,12,20,0,8
Paddy,88,84,47,32,0,13
Potato,19,26,144,131,54,0
Paddy,41,71,34,79,0,26
Lentil,2,16,18,18,44,2
Lentil,1,60,12,19,0,8
Lentil,19,20,1,1,40,19
Wheat,148,9,24,0,51,16
Arhar/Tur,21,62,2,0,18,38
Wheat,125,16,37,0,44,3
Arhar/Tur,13,12,18,7,68,22
Mustard,76,10,49,4,30,0
Maize,42,22,60,108,53,0
Soyabean,4,44,34,16,36,6
Potato,215,59,35,0,21,85
Gram,24,0,24,0,60,0
Sugarcane,284,36,37,0,49,23
Groundnut,17,37,57,8,23,0
Gram,24,38,17,0,22,3
Mustard,29,44,40,51,0,0
Maize,209,18,19,0,57,31
Groundnut,19,39,33,6,21,7
Groundnut,32,87,55,0,0,0
Cotton,160,73,51,0,0,9
Groundnut,28,34,37,0,26,3
Paddy,106,70,76,14,0,0
Soyabean,24,7,15,0,73,25
Lentil,28,56,18,0,4,2
Gram,17,18,1,3,42,19
Mustard,14,40,41,66,0,0
Groundnut,16,43,51,9,17,0
Arhar/Tur,17,95,40,3,0,0
Sugarcane,139,49,40,136,36,20
Paddy,129,15,75,0,45,0
Paddy,112,32,61,8,28,0
Groundnut,15,80,24,10,0,16
Mustard,109,40,8,0,0,32
Maize,145,107,3,5,0,47
Sugarcane,409,49,48,0,36,12
Potato,98,72,105,52,8,15
Potato,176,75,140,0,5,0
Paddy,47,4,57,73,56,3
Wheat,4,26,8,116,34,32
Sugarcane,410,74,67,0,11,0
Cotton,40,58,18,80,2,42
Arhar/Tur,7,93,37,13,0,3
Sugarcane,2,2,58,273,83,2
Cotton,1,30,47,119,30,13
Gram,26,67,13,0,0,7
Paddy,5,0,28,115,60,32
Cotton,95,73,38,25,0,22
Arhar/Tur,23,78,7,0,2,33
Arhar/Tur,14,97,8,6,0,32
Soyabean,3,114,26,17,0,14
Soyabean,17,4,39,3,76,1
Sugarcane,216,23,57,59,62,3
Wheat,16,63,0,104,0,40
